Serial,Event,Code Province/State,Province/State,Municipality,Date,Month,Day,Year,Deaths,Injured,Missing,Houses Destroyed,Houses Damaged,Affected,Evacuated,Losses $USD,Losses $Local,Education centers,Hospitals,Damages in crops Ha.,Agriculture,Year
2868,FLOOD,IDN12,SUMATERA UTARA,MANDAILING NATAL,26-May-06,5,26,2006,,,,2,,,,,,,,,,2006
2794,FLOOD,IDN73,SULAWESI SELATAN,SINJAI,19-Jun-06,6,19,2006,210,18,10,754,218,55,7858,,430,67,,,,2006
2788,FLOOD,IDN73,SULAWESI SELATAN,BANTAENG,19-Jun-06,6,19,2006,2,9,,194,,,793,,10,15,,,,2006
2790,FLOOD,IDN73,SULAWESI SELATAN,BULUKUMBA,19-Jun-06,6,19,2006,6,8,,126,184,,527,,67,16,,,,2006
2791,FLOOD,IDN73,SULAWESI SELATAN,JENEPONTO,19-Jun-06,6,19,2006,3,,,14,71,4,,,7,4,,,,2006
2789,FLOOD,IDN73,SULAWESI SELATAN,BONE,19-Jun-06,6,19,2006,1,,,8,48,,,,30,10,,,,2006
2792,FLOOD,IDN73,SULAWESI SELATAN,LUWU UTARA,19-Jun-06,6,19,2006,1,,,,1020,,,,2,3,,,,2006
2793,FLOOD,IDN73,SULAWESI SELATAN,SELAYAR,19-Jun-06,6,19,2006,,,,25,123,,,,,1,,,,2006
2796,FLOOD,IDN73,SULAWESI SELATAN,WAJO,19-Jun-06,6,19,2006,,,,,27,,,,,1,,,,2006
2795,FLOOD,IDN73,SULAWESI SELATAN,SOPPENG,19-Jun-06,6,19,2006,,,,4,209,,,,,15,,,,2006
2799,FLOOD,IDN72,SULAWESI TENGAH,BANGGAI,22-Jun-06,6,22,2006,,,,10,,,1000,,,,,,,2006
2801,FLOOD,IDN74,SULAWESI TENGGARA,KONAWE,22-Jun-06,6,22,2006,,,,,64,,200,,,,,,,2006
2806,FLOOD,IDN71,SULAWESI UTARA,BOLAANG MONGONDOW,23-Jun-06,6,23,2006,4,2298,,88,89,,24860,,,74,,,,2006
2952,FIRE,IDN32,JAWA BARAT,CIANJUR,5-Jul-06,7,5,2006,,,,5,2,23,,,90,,,,,2006
2953,FIRE,IDN73,SULAWESI SELATAN,BONE,13-Jul-06,7,13,2006,,,,,,,,,,,,,,2006
2956,FIRE,IDN31,DKI JAKARTA,KOTA JAKARTA SELATAN,18-Jul-06,7,18,2006,,,,,,,,,,,,,,2006
2957,FIRE,IDN71,SULAWESI UTARA,MINAHASA UTARA,27-Jul-06,7,27,2006,,,,,,,,,4000,,,,,2006
2958,FIRE,IDN12,SUMATERA UTARA,TAPANULI TENGAH,28-Jul-06,7,28,2006,,,,,,,,,1000,,,,,2006
2959,FIRE,IDN32,JAWA BARAT,CIANJUR,29-Jul-06,7,29,2006,,,,12,,,,,,,,,,2006
2960,FIRE,IDN13,SUMATERA BARAT,KOTA BUKITTINGGI,31-Jul-06,7,31,2006,,,,,,,,,,,,,,2006
2962,FIRE,IDN31,DKI JAKARTA,KOTA JAKARTA BARAT,21-Aug-06,8,21,2006,1,7,,200,,,1107,,,,,,,2006
2964,FIRE,IDN31,DKI JAKARTA,KOTA JAKARTA UTARA,28-Aug-06,8,28,2006,,,,100,,,,,,,,,,2006
2966,FIRE,IDN31,DKI JAKARTA,KOTA JAKARTA PUSAT,29-Aug-06,8,29,2006,,,,10,,,100,,,,,,,2006
2852,FLOOD,IDN12,SUMATERA UTARA,KOTA PADANGSIDIMPUAN,1-Sep-06,9,1,2006,,,,20,700,,,,,,,,,2006
2968,FIRE,IDN32,JAWA BARAT,CIANJUR,14-Sep-06,9,14,2006,,,,2,2,14,,,130,,,,,2006
2969,FIRE,IDN73,SULAWESI SELATAN,PINRANG,19-Sep-06,9,19,2006,,,,5,3,,,,,,,,,2006
2970,FIRE,IDN13,SUMATERA BARAT,KOTA BUKITTINGGI,21-Sep-06,9,21,2006,,,,6,,,,,79,,,,,2006
2855,FLOOD,IDN12,SUMATERA UTARA,ASAHAN,1-Oct-06,10,1,2006,,,,,1000,,,,,,,,,2006
2972,FIRE,IDN31,DKI JAKARTA,KOTA JAKARTA BARAT,5-Oct-06,10,5,2006,5,8,,11,,,144,,,,,,,2006
2971,FIRE,IDN32,JAWA BARAT,GARUT,5-Oct-06,10,5,2006,,,,45,1,197,,,,2,,,,2006
2858,FLOOD,IDN12,SUMATERA UTARA,SERDANG BEDAGAI,6-Oct-06,10,6,2006,,,,,100,,,,,,,,,2006
2856,FLOOD,IDN12,SUMATERA UTARA,KOTA MEDAN,31-Oct-06,10,31,2006,,,,,447,,,,,,,,,2006
2975,FIRE,IDN12,SUMATERA UTARA,KOTA MEDAN,2-Nov-06,11,2,2006,,,,53,,,,,,,,,,2006
2974,FIRE,IDN12,SUMATERA UTARA,ASAHAN,26-Nov-06,11,26,2006,,1,,22,,,,,,,,,,2006
2865,FLOOD,IDN12,SUMATERA UTARA,KOTA PADANGSIDIMPUAN,8-Dec-06,12,8,2006,,,,25,30,,,,100,,,,,2006
2607,FLOOD,IDN33,JAWA TENGAH,KLATEN,12-Dec-06,12,12,2006,,,,,,,,,140,,,,,2006
2647,FLOOD,IDN35,JAWA TIMUR,KEDIRI,13-Dec-06,12,13,2006,,,,,,,,,4100,,,,,2006
2648,FLOOD,IDN35,JAWA TIMUR,MAGETAN,14-Dec-06,12,14,2006,,,,,,,,,,,,,,2006
2863,FLOOD,IDN12,SUMATERA UTARA,KOTA BINJAI,20-Dec-06,12,20,2006,,,,,100,1000,,,,,,,,2006
2866,FLOOD,IDN12,SUMATERA UTARA,LANGKAT,21-Dec-06,12,21,2006,25,11508,,626,,,58371,,127000,109,,,,2006
2650,FLOOD,IDN35,JAWA TIMUR,SITUBONDO,22-Dec-06,12,22,2006,1,,,,,,,,,,,,,2006
2861,FLOOD,IDN12,SUMATERA UTARA,ASAHAN,24-Dec-06,12,24,2006,,,,,430,,,,,,,,,2006
2608,FLOOD,IDN33,JAWA TENGAH,KLATEN,28-Dec-06,12,28,2006,,,,,,,,,585,,,,,2006
2977,FIRE,IDN73,SULAWESI SELATAN,KOTA MAKASSAR,29-Dec-06,12,29,2006,,,,12,2,,,,,,,,,2006
2978,FIRE,IDN73,SULAWESI SELATAN,KOTA MAKASSAR,31-Dec-06,12,31,2006,,,,16,3,,148,,,,,,,2006
4045,FIRE,IDN73,SULAWESI SELATAN,KOTA MAKASSAR,1-Jan-07,1,1,2007,1,,,35,,,,,,,,,,2007
4085,FLOOD,IDN13,SUMATERA BARAT,PESISIR SELATAN,2-Jan-07,1,2,2007,,,,,,,,,,,1,,,2007
4042,FLOOD,IDN73,SULAWESI SELATAN,KOTA MAKASSAR,2-Jan-07,1,2,2007,,,,,10,200,,,,1,,,,2007
4016,FLOOD,IDN73,SULAWESI SELATAN,MAROS,3-Jan-07,1,3,2007,,,,,,,,,9500,,,,,2007
4043,FLOOD,IDN73,SULAWESI SELATAN,KOTA MAKASSAR,4-Jan-07,1,4,2007,,,,,16,215,,,,1,,,,2007
4038,FLOOD,IDN73,SULAWESI SELATAN,LUWU TIMUR,5-Jan-07,1,5,2007,,,,,,,,,,1,,,,2007
3716,FLOOD,IDN35,JAWA TIMUR,PASURUAN,6-Jan-07,1,6,2007,,,,,,,,,,,,,,2007
4003,FLOOD,IDN73,SULAWESI SELATAN,GOWA,9-Jan-07,1,9,2007,,,,1,,,,,,,,,,2007
4050,FLOOD,IDN73,SULAWESI SELATAN,KOTA PALOPO,11-Jan-07,1,11,2007,,,,,,993,,,,,,,,2007
4077,FLOOD,IDN71,SULAWESI UTARA,KEPULAUAN SANGIHE,12-Jan-07,1,12,2007,32,14,2,519,70,,5361,,,,,,,2007
4148,FIRE,IDN16,SUMATERA SELATAN,LAHAT,15-Jan-07,1,15,2007,,,,1,,3,,,30,,,,,2007
4020,FLOOD,IDN73,SULAWESI SELATAN,SOPPENG,19-Jan-07,1,19,2007,,,,,1,,,,850,,1,,,2007
4048,FIRE,IDN73,SULAWESI SELATAN,KOTA PARE-PARE,19-Jan-07,1,19,2007,,,,5,,,,,,,,,,2007
4211,FLOOD,IDN12,SUMATERA UTARA,LABUHAN BATU,21-Jan-07,1,21,2007,,83,,,,,1343,,,,,,,2007
4108,FLOOD,IDN13,SUMATERA BARAT,AGAM,22-Jan-07,1,22,2007,,3,,1,,,,,,,,,,2007
4086,FLOOD,IDN13,SUMATERA BARAT,PESISIR SELATAN,22-Jan-07,1,22,2007,,,,,,3681,,,,,,,,2007
4125,FLOOD,IDN13,SUMATERA BARAT,KOTA PADANG,22-Jan-07,1,22,2007,,,,,,12624,,,,,,,,2007
4101,FLOOD,IDN13,SUMATERA BARAT,PADANG PARIAMAN,23-Jan-07,1,23,2007,,,,5,,,,,4426.05,9,,,,2007
4146,FLOOD,IDN16,SUMATERA SELATAN,MUARA ENIM,23-Jan-07,1,23,2007,,,,,,1500,,,,,,,,2007
4061,FLOOD,IDN72,SULAWESI TENGAH,BUOL,24-Jan-07,1,24,2007,,,,,,,1882,,,,,,,2007
4054,FLOOD,IDN72,SULAWESI TENGAH,DONGGALA,24-Jan-07,1,24,2007,,195,,,,,247,,,,,,,2007
4032,FLOOD,IDN73,SULAWESI SELATAN,ENREKANG,25-Jan-07,1,25,2007,,,,,,,,,,,,,,2007
4044,FIRE,IDN73,SULAWESI SELATAN,KOTA MAKASSAR,28-Jan-07,1,28,2007,1,,,6,,,,,,,,,,2007
4070,FLOOD,IDN74,SULAWESI TENGGARA,KONAWE SELATAN,28-Jan-07,1,28,2007,,,,,400,,,,,1,,,,2007
3518,FLOOD,IDN32,JAWA BARAT,KARAWANG,29-Jan-07,1,29,2007,,,,,,,112717,,,,,,,2007
3510,FLOOD,IDN32,JAWA BARAT,SUBANG,29-Jan-07,1,29,2007,5,,,,,,57959,,,,,,,2007
3500,FLOOD,IDN32,JAWA BARAT,INDRAMAYU,29-Jan-07,1,29,2007,,,,46,3,,41468,,,,,,,2007
3482,FLOOD,IDN32,JAWA BARAT,CIREBON,29-Jan-07,1,29,2007,1,,,3,7,,5578,,,,,,,2007
4149,FLOOD,IDN16,SUMATERA SELATAN,LAHAT,29-Jan-07,1,29,2007,,,,26,,1002,,,,,,,,2007
4162,FLOOD,IDN16,SUMATERA SELATAN,MUSI RAWAS,29-Jan-07,1,29,2007,,,,,,,,,,,,,,2007
4005,FIRE,IDN73,SULAWESI SELATAN,GOWA,29-Jan-07,1,29,2007,,,,3,,,,,,,,,,2007
3432,FLOOD,IDN32,JAWA BARAT,BANDUNG,30-Jan-07,1,30,2007,,,,1,3,,,,,,,,,2007
4011,FIRE,IDN73,SULAWESI SELATAN,BONE,30-Jan-07,1,30,2007,,,,6,,,,,,,,,,2007
4004,FIRE,IDN73,SULAWESI SELATAN,GOWA,31-Jan-07,1,31,2007,,,,13,,,,,,,,,,2007
3342,FLOOD,IDN31,DKI JAKARTA,KOTA JAKARTA TIMUR,1-Feb-07,2,1,2007,16,484,,3022,,,219534,,,,,,,2007
3340,FLOOD,IDN31,DKI JAKARTA,KOTA JAKARTA BARAT,1-Feb-07,2,1,2007,17,,,764,,,123061,,,,,,,2007
3335,FLOOD,IDN31,DKI JAKARTA,KOTA JAKARTA UTARA,1-Feb-07,2,1,2007,11,,,,6229,,68063,,,,,,,2007
3341,FLOOD,IDN31,DKI JAKARTA,KOTA JAKARTA SELATAN,1-Feb-07,2,1,2007,1,,,3230,756,,61796,,,,,,,2007
3334,FLOOD,IDN31,DKI JAKARTA,KOTA JAKARTA PUSAT,1-Feb-07,2,1,2007,3,,,67,10889,,48935,,,,,,,2007
3381,FLOOD,IDN32,JAWA BARAT,BOGOR,1-Feb-07,2,1,2007,,,,,,,220,,5030,,,,,2007
4021,FLOOD,IDN73,SULAWESI SELATAN,SOPPENG,1-Feb-07,2,1,2007,,,,,,,,,40.5,1,,,,2007
3521,FLOOD,IDN32,JAWA BARAT,BEKASI,2-Feb-07,2,2,2007,2,,,,,,144866,,,,,,,2007
3527,FLOOD,IDN32,JAWA BARAT,KOTA BEKASI,2-Feb-07,2,2,2007,4,,,,,,36055,,,,,,,2007
3382,FLOOD,IDN32,JAWA BARAT,BOGOR,2-Feb-07,2,2,2007,4,152,2,175,1871,,5447,,740.25,3,,,,2007
3383,FLOOD,IDN32,JAWA BARAT,BOGOR,3-Feb-07,2,3,2007,11,18,,141,134,,1978,,485,5,,,,2007
3511,FLOOD,IDN32,JAWA BARAT,SUBANG,4-Feb-07,2,4,2007,4,8182,,,,,13550,,,,,,,2007
3384,FLOOD,IDN32,JAWA BARAT,BOGOR,4-Feb-07,2,4,2007,,,,,,,,,,,1,,,2007
3434,FLOOD,IDN32,JAWA BARAT,BANDUNG,5-Feb-07,2,5,2007,,,,,3,,,,,,,,,2007
3529,FLOOD,IDN32,JAWA BARAT,KOTA DEPOK,6-Feb-07,2,6,2007,,,,7,21,,5071,,,,,,,2007
3525,FLOOD,IDN32,JAWA BARAT,KOTA BOGOR,6-Feb-07,2,6,2007,,,,25,,,1821,,,1,,,,2007
3386,FLOOD,IDN32,JAWA BARAT,BOGOR,6-Feb-07,2,6,2007,,,,,10,,,,369.2,1,,,,2007
3540,FLOOD,IDN33,JAWA TENGAH,CILACAP,9-Feb-07,2,9,2007,,,,2,,,,,,,,,,2007
4001,FLOOD,IDN73,SULAWESI SELATAN,GOWA,15-Feb-07,2,15,2007,,,,,,13000,,,,,,,,2007
3519,FLOOD,IDN32,JAWA BARAT,KARAWANG,17-Feb-07,2,17,2007,,,,3,4,26,,,,,,,,2007
4150,FIRE,IDN16,SUMATERA SELATAN,LAHAT,19-Feb-07,2,19,2007,,,,1,,4,,,30,,,,,2007
3436,FLOOD,IDN32,JAWA BARAT,BANDUNG,20-Feb-07,2,20,2007,,,,,,14317,,,,9,,,,2007
3726,FLOOD,IDN35,JAWA TIMUR,JOMBANG,20-Feb-07,2,20,2007,,,,,,,,,,,,,,2007
3717,FLOOD,IDN35,JAWA TIMUR,PASURUAN,25-Feb-07,2,25,2007,,,,,,,,,,,,,,2007
3438,FLOOD,IDN32,JAWA BARAT,BANDUNG,27-Feb-07,2,27,2007,,,,,,,,,9,2,,,,2007
4178,FIRE,IDN16,SUMATERA SELATAN,KOTA PALEMBANG,2-Mar-07,3,2,2007,,,,2,,8,,,,,,,,2007
3707,FLOOD,IDN35,JAWA TIMUR,SITUBONDO,3-Mar-07,3,3,2007,,,,,,,,,,,,,,2007
4179,FIRE,IDN16,SUMATERA SELATAN,KOTA PALEMBANG,3-Mar-07,3,3,2007,,,,1,,12,,,,,,,,2007
4151,FIRE,IDN16,SUMATERA SELATAN,LAHAT,4-Mar-07,3,4,2007,,,,7,,31,,,350,,,,,2007
3699,FLOOD,IDN35,JAWA TIMUR,JEMBER,5-Mar-07,3,5,2007,,,,,,,,,80,,,,,2007
3709,FLOOD,IDN35,JAWA TIMUR,SITUBONDO,7-Mar-07,3,7,2007,,,,6,6,,,,,,,,,2007
4152,FLOOD,IDN16,SUMATERA SELATAN,LAHAT,8-Mar-07,3,8,2007,,,,,1,5,,,,,,,,2007
3439,FLOOD,IDN32,JAWA BARAT,BANDUNG,8-Mar-07,3,8,2007,,,,,,,,,12,9,,,,2007
4180,FIRE,IDN16,SUMATERA SELATAN,KOTA PALEMBANG,8-Mar-07,3,8,2007,,,,4,,42,,,,,,,,2007
4181,FIRE,IDN16,SUMATERA SELATAN,KOTA PALEMBANG,9-Mar-07,3,9,2007,,,,25,,125,,,,,,,,2007
4082,FLOOD,IDN71,SULAWESI UTARA,MINAHASA UTARA,11-Mar-07,3,11,2007,3,,,23,,,477,,,1,,,,2007
3501,FLOOD,IDN32,JAWA BARAT,INDRAMAYU,11-Mar-07,3,11,2007,,,,,,,,,,,,,,2007
3440,FLOOD,IDN32,JAWA BARAT,BANDUNG,14-Mar-07,3,14,2007,,,,,,,,,75.5,1,,,,2007
3685,FLOOD,IDN35,JAWA TIMUR,KEDIRI,20-Mar-07,3,20,2007,,,,,,400,,,1600,,,,,2007
3732,FLOOD,IDN35,JAWA TIMUR,MADIUN,21-Mar-07,3,21,2007,,,,2,,,,,713.65,1,,,,2007
3723,FLOOD,IDN35,JAWA TIMUR,MOJOKERTO,21-Mar-07,3,21,2007,,,,,,,,,,,,,,2007
3660,FLOOD,IDN35,JAWA TIMUR,PACITAN,23-Mar-07,3,23,2007,3,,,1,15,,,,10347.5,,,,,2007
3690,FLOOD,IDN35,JAWA TIMUR,MALANG,23-Mar-07,3,23,2007,,,,,,,,,,,,,,2007
4075,FLOOD,IDN71,SULAWESI UTARA,MINAHASA,25-Mar-07,3,25,2007,2,,,,,,,,,,,,,2007
4084,FLOOD,IDN71,SULAWESI UTARA,KOTA MANADO,25-Mar-07,3,25,2007,1,,,11,,,,,,,,,,2007
4092,FLOOD,IDN13,SUMATERA BARAT,SOLOK,26-Mar-07,3,26,2007,,,,3,,,,,,,,,,2007
3718,FLOOD,IDN35,JAWA TIMUR,PASURUAN,27-Mar-07,3,27,2007,,,,,,,,,,,,,,2007
3415,FLOOD,IDN32,JAWA BARAT,CIANJUR,28-Mar-07,3,28,2007,,,,,,163,,,44.18,,,,,2007
4216,FLOOD,IDN12,SUMATERA UTARA,MANDAILING NATAL,2-Apr-07,4,2,2007,1,,,,,,,,,,,,,2007
4225,FIRE,IDN12,SUMATERA UTARA,KOTA MEDAN,3-Apr-07,4,3,2007,,,,157,,,1812,,,,,,,2007
4028,FLOOD,IDN73,SULAWESI SELATAN,PINRANG,6-Apr-07,4,6,2007,,,,,,,,,,,,,,2007
4039,FLOOD,IDN73,SULAWESI SELATAN,LUWU TIMUR,6-Apr-07,4,6,2007,,,,,,,,,4915,1,,,,2007
4062,FLOOD,IDN72,SULAWESI TENGAH,MOROWALI,9-Apr-07,4,9,2007,1,2711,,,,,7988,,97528.255,19,7,,,2007
4036,FLOOD,IDN73,SULAWESI SELATAN,LUWU UTARA,9-Apr-07,4,9,2007,,,,,,,,,,,,,,2007
4031,FLOOD,IDN73,SULAWESI SELATAN,ENREKANG,11-Apr-07,4,11,2007,,,,,,,,,865,4,,,,2007
4033,FLOOD,IDN73,SULAWESI SELATAN,LUWU,15-Apr-07,4,15,2007,,,,,,,,,,,,,,2007
4049,FLOOD,IDN73,SULAWESI SELATAN,KOTA PALOPO,16-Apr-07,4,16,2007,,,,2,,1912,1916,,,,,,,2007
4088,FIRE,IDN13,SUMATERA BARAT,PESISIR SELATAN,18-Apr-07,4,18,2007,,,,,,,,,4000,,,,,2007
3665,FLOOD,IDN35,JAWA TIMUR,PONOROGO,20-Apr-07,4,20,2007,,,,1,,,,,,,,,,2007
3606,FLOOD,IDN33,JAWA TENGAH,BLORA,21-Apr-07,4,21,2007,,,,,,,,,,,,,,2007
3745,FLOOD,IDN35,JAWA TIMUR,BOJONEGORO,21-Apr-07,4,21,2007,,,,,,,,,,11,,,,2007
3336,FIRE,IDN31,DKI JAKARTA,KOTA JAKARTA UTARA,22-Apr-07,4,22,2007,,,,60,,200,,,300,,,,,2007
4183,FIRE,IDN16,SUMATERA SELATAN,KOTA PALEMBANG,23-Apr-07,4,23,2007,,,,,,3,,,150,,,,,2007
4182,FIRE,IDN16,SUMATERA SELATAN,KOTA PALEMBANG,23-Apr-07,4,23,2007,,,,1,,6,,,,,,,,2007
3441,FLOOD,IDN32,JAWA BARAT,BANDUNG,25-Apr-07,4,25,2007,,,1,,,,212,,496,33,,,,2007
3715,FLOOD,IDN35,JAWA TIMUR,PROBOLINGGO,26-Apr-07,4,26,2007,,,,6,35,,40,,,,,,,2007
3417,FLOOD,IDN32,JAWA BARAT,CIANJUR,27-Apr-07,4,27,2007,,,,33,26,,,,,,,,,2007
3984,FLOOD,IDN76,SULAWESI BARAT,MAMUJU,28-Apr-07,4,28,2007,,,,,,,,,3255,,,,,2007
4073,FLOOD,IDN71,SULAWESI UTARA,BOLAANG MONGONDOW,29-Apr-07,4,29,2007,,,,,,,,,,,,,,2007
3491,FLOOD,IDN32,JAWA BARAT,MAJALENGKA,30-Apr-07,4,30,2007,,,,,,900,,,,,,,,2007
4040,FLOOD,IDN73,SULAWESI SELATAN,LUWU TIMUR,1-May-07,5,1,2007,,,,,,,,,,,,,,2007
4064,FLOOD,IDN72,SULAWESI TENGAH,PARIGI MOUTONG,5-May-07,5,5,2007,2,9,,80,20,,721,,,,,,,2007
3986,FLOOD,IDN76,SULAWESI BARAT,MAMUJU,6-May-07,5,6,2007,,,,,,,,,,,1,,,2007
4067,FLOOD,IDN72,SULAWESI TENGAH,KOTA PALU,7-May-07,5,7,2007,,2111,1,,,,13280,,,,,,,2007
4058,FLOOD,IDN72,SULAWESI TENGAH,DONGGALA,7-May-07,5,7,2007,,,,3,,,,,,,1,,,2007
4198,FLOOD,IDN12,SUMATERA UTARA,LANGKAT,8-May-07,5,8,2007,,,,,,,350,,,,,,,2007
4194,FLOOD,IDN12,SUMATERA UTARA,TAPANULI UTARA,8-May-07,5,8,2007,,,,8,,,254,,,,1,,,2007
3671,FLOOD,IDN35,JAWA TIMUR,TRENGGALEK,10-May-07,5,10,2007,,,,,198,,,,,1,,,,2007
3584,FIRE,IDN33,JAWA TENGAH,BOYOLALI,18-May-07,5,18,2007,,,,,,,,,,,,,,2007
3631,FIRE,IDN33,JAWA TENGAH,KENDAL,31-May-07,5,31,2007,,,,,,,,,10000,,,,,2007
3542,FLOOD,IDN33,JAWA TENGAH,CILACAP,9-Jun-07,6,9,2007,,,,1,,,,,,3,,,,2007
4154,FLOOD,IDN16,SUMATERA SELATAN,LAHAT,9-Jun-07,6,9,2007,,,,7,,400,,,204,,,,,2007
4153,FIRE,IDN16,SUMATERA SELATAN,LAHAT,9-Jun-07,6,9,2007,,,,2,,10,,,75,,,,,2007
