Serial,Event,Code Province/State,Province/State,Municipality,Date,Month,Day,Year,Deaths,Injured,Missing,Houses Destroyed,Houses Damaged,Affected,Evacuated,Losses $USD,Losses $Local,Education centers,Hospitals,Damages in crops Ha.,Agriculture,Year
16767,FIRE,IDN16,SUMATERA SELATAN,KOTA PALEMBANG,11-May-12,5,11,2012,,,,,,10,,,90,,,,,2012
16772,FIRE,IDN16,SUMATERA SELATAN,BANYU ASIN,15-May-12,5,15,2012,,,,,,10,,,100,,,,,2012
16773,FIRE,IDN16,SUMATERA SELATAN,EMPAT LAWANG,15-May-12,5,15,2012,,,,,,26,,,100,,,,,2012
16771,FIRE,IDN73,SULAWESI SELATAN,BANTAENG,15-May-12,5,15,2012,,,,,,,,,,,,,,2012
16777,FLOOD,IDN12,SUMATERA UTARA,KOTA MEDAN,16-May-12,5,16,2012,,,,,,,,,,,,,,2012
16778,FLOOD,IDN71,SULAWESI UTARA,BOLAANG MONGONDOW SELATAN,18-May-12,5,18,2012,,3,,,,1439,,,,,,,,2012
16779,FIRE,IDN16,SUMATERA SELATAN,EMPAT LAWANG,18-May-12,5,18,2012,,,,,,,,,30,,,,,2012
16780,FIRE,IDN16,SUMATERA SELATAN,EMPAT LAWANG,18-May-12,5,18,2012,,,,,,,,,30,,,,,2012
16782,FIRE,IDN16,SUMATERA SELATAN,LAHAT,18-May-12,5,18,2012,,,,,,75,,,200,,,,,2012
16789,FIRE,IDN16,SUMATERA SELATAN,EMPAT LAWANG,20-May-12,5,20,2012,,,,,,4,,,50,,,,,2012
16793,FIRE,IDN16,SUMATERA SELATAN,OGAN KOMERING ILIR,21-May-12,5,21,2012,,,,,,10,,,25,,,,,2012
16797,FIRE,IDN13,SUMATERA BARAT,PESISIR SELATAN,22-May-12,5,22,2012,,,,,,,,,200,,,,,2012
16795,FIRE,IDN16,SUMATERA SELATAN,KOTA PRABUMULIH,22-May-12,5,22,2012,,,,,,5,,,50,,,,,2012
16794,FIRE,IDN33,JAWA TENGAH,CILACAP,22-May-12,5,22,2012,,,,,,,,,112,,,,,2012
16802,FLOOD,IDN73,SULAWESI SELATAN,LUWU,24-May-12,5,24,2012,,,,,,,,,,,,,,2012
17563,FLOOD,IDN74,SULAWESI TENGGARA,KOLAKA UTARA,25-May-12,5,25,2012,,,,,,,,,,1,1,,,2012
17583,FLOOD,IDN74,SULAWESI TENGGARA,KONAWE SELATAN,25-May-12,5,25,2012,,,,,,,,,,,,,,2012
16804,FIRE,IDN16,SUMATERA SELATAN,KOTA PAGAR ALAM,25-May-12,5,25,2012,,,,,,5,,,50,,,,,2012
16810,FLOOD,IDN74,SULAWESI TENGGARA,KONAWE,27-May-12,5,27,2012,,,,,,,,,,,,,,2012
17584,FLOOD,IDN74,SULAWESI TENGGARA,KONAWE SELATAN,27-May-12,5,27,2012,,,,,,,,,,,,,,2012
17576,FLOOD,IDN74,SULAWESI TENGGARA,KONAWE,27-May-12,5,27,2012,,,,,,,,,,,,,,2012
17585,FLOOD,IDN74,SULAWESI TENGGARA,KONAWE SELATAN,29-May-12,5,29,2012,,,,,,,,,,,,,,2012
16815,FIRE,IDN13,SUMATERA BARAT,PESISIR SELATAN,29-May-12,5,29,2012,,,,,,,,,100,,,,,2012
16814,FIRE,IDN16,SUMATERA SELATAN,MUARA ENIM,29-May-12,5,29,2012,,,,,,15,,,55,,,,,2012
17861,FLOOD,IDN35,JAWA TIMUR,PASURUAN,1-Jun-12,6,1,2012,,,,,,,,,,,,218,1,2012
16817,FIRE,IDN16,SUMATERA SELATAN,LAHAT,1-Jun-12,6,1,2012,,,,,,5,,,50,,,,,2012
16822,FIRE,IDN16,SUMATERA SELATAN,BANYU ASIN,4-Jun-12,6,4,2012,,,,,,25,,,250,,,,,2012
16833,FIRE,IDN31,DKI JAKARTA,KOTA JAKARTA SELATAN,8-Jun-12,6,8,2012,3,,,,,,,,,,,,,2012
16832,FIRE,IDN16,SUMATERA SELATAN,BANYU ASIN,8-Jun-12,6,8,2012,,,,,,5,,,50,,,,,2012
16837,FIRE,IDN16,SUMATERA SELATAN,KOTA PAGAR ALAM,10-Jun-12,6,10,2012,,,,,,5,,,50,,,,,2012
16843,FIRE,IDN16,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,12-Jun-12,6,12,2012,,,,,,30,,,300,,,,,2012
16845,FIRE,IDN31,DKI JAKARTA,KOTA JAKARTA UTARA,13-Jun-12,6,13,2012,,,,,,,,,600,,,,,2012
16846,FIRE,IDN16,SUMATERA SELATAN,KOTA PALEMBANG,13-Jun-12,6,13,2012,,,,,,25,,,50,,,,,2012
16850,FIRE,IDN32,JAWA BARAT,BANDUNG BARAT,14-Jun-12,6,14,2012,,,,,,,23,,,,,,,2012
17632,FLOOD,IDN74,SULAWESI TENGGARA,KOTA BAU-BAU,14-Jun-12,6,14,2012,,,,,,,,,,,,,,2012
16856,FIRE,IDN31,DKI JAKARTA,KOTA JAKARTA PUSAT,16-Jun-12,6,16,2012,,3,,,,,1396,,,,,,,2012
16863,FLOOD,IDN73,SULAWESI SELATAN,LUWU UTARA,20-Jun-12,6,20,2012,,,,,,,58,,,,,,,2012
16864,FIRE,IDN16,SUMATERA SELATAN,OGAN KOMERING ILIR,20-Jun-12,6,20,2012,,,,,,10,,,100,,,,,2012
16869,FIRE,IDN32,JAWA BARAT,GARUT,22-Jun-12,6,22,2012,,,,,,5,,,45,,,,,2012
16870,FIRE,IDN16,SUMATERA SELATAN,EMPAT LAWANG,23-Jun-12,6,23,2012,,,,,,,,,740,,,,,2012
16878,FLOOD,IDN73,SULAWESI SELATAN,LUWU TIMUR,24-Jun-12,6,24,2012,,,,,,,,,,1,1,,,2012
16882,FIRE,IDN32,JAWA BARAT,GARUT,26-Jun-12,6,26,2012,,,,,,5,,,1,,,,,2012
16884,FIRE,IDN16,SUMATERA SELATAN,OGAN KOMERING ULU,26-Jun-12,6,26,2012,,,,,,15,,,150,,,,,2012
16888,FIRE,IDN32,JAWA BARAT,GARUT,27-Jun-12,6,27,2012,,,,,,29,,,350,,,,,2012
16891,FIRE,IDN16,SUMATERA SELATAN,LAHAT,28-Jun-12,6,28,2012,,,,,,5,,,50,,,,,2012
16892,FIRE,IDN16,SUMATERA SELATAN,KOTA PALEMBANG,29-Jun-12,6,29,2012,,,,,,5,,,50,,,,,2012
16893,FIRE,IDN16,SUMATERA SELATAN,OGAN KOMERING ULU,29-Jun-12,6,29,2012,,,,,,4,,,50,,,,,2012
17897,FLOOD,IDN73,SULAWESI SELATAN,PINRANG,1-Jul-12,7,1,2012,,,,,,,,,,,,989,1,2012
17902,FLOOD,IDN74,SULAWESI TENGGARA,KONAWE,1-Jul-12,7,1,2012,,,,,,,,,,,,536,1,2012
17898,FLOOD,IDN73,SULAWESI SELATAN,ENREKANG,1-Jul-12,7,1,2012,,,,,,,,,,,,30,1,2012
17894,FLOOD,IDN73,SULAWESI SELATAN,BONE,1-Jul-12,7,1,2012,,,,,,,,,,,,151,1,2012
17895,FLOOD,IDN73,SULAWESI SELATAN,SOPPENG,1-Jul-12,7,1,2012,,,,,,,,,,,,585,1,2012
17896,FLOOD,IDN73,SULAWESI SELATAN,SIDENRENG RAPPANG,1-Jul-12,7,1,2012,,,,,,,,,,,,1810,1,2012
17909,FLOOD,IDN76,SULAWESI BARAT,POLEWALI MANDAR,1-Jul-12,7,1,2012,,,,,,,,,,,,24,1,2012
16894,FIRE,IDN16,SUMATERA SELATAN,EMPAT LAWANG,1-Jul-12,7,1,2012,,,,,,5,,,100,,,,,2012
16895,FIRE,IDN71,SULAWESI UTARA,KOTA MANADO,1-Jul-12,7,1,2012,,,,,,,,,,2,,,,2012
16897,FIRE,IDN33,JAWA TENGAH,CILACAP,2-Jul-12,7,2,2012,,,,,,,,,5,,,,,2012
16901,FIRE,IDN31,DKI JAKARTA,KOTA JAKARTA BARAT,3-Jul-12,7,3,2012,1,2,,,,1334,,,,,,,,2012
16900,FIRE,IDN73,SULAWESI SELATAN,ENREKANG,3-Jul-12,7,3,2012,,,,,,,,,250,,,,,2012
17587,FLOOD,IDN74,SULAWESI TENGGARA,KONAWE UTARA,4-Jul-12,7,4,2012,,,,,,,,,,,,,,2012
16903,FLOOD,IDN12,SUMATERA UTARA,KOTA PEMATANG SIANTAR,4-Jul-12,7,4,2012,,,,,,,,,,,,,,2012
16906,FIRE,IDN33,JAWA TENGAH,CILACAP,5-Jul-12,7,5,2012,,,,,,,,,60,,,,,2012
16910,FLOOD,IDN73,SULAWESI SELATAN,LUWU,6-Jul-12,7,6,2012,1,,,,,,6030,,,42,,90,1,2012
16913,FLOOD,IDN72,SULAWESI TENGAH,MOROWALI,6-Jul-12,7,6,2012,,,2,,,,355,,,,,,,2012
16908,FLOOD,IDN74,SULAWESI TENGGARA,KOLAKA,6-Jul-12,7,6,2012,,,,,,,,,,,,196,1,2012
16914,FLOOD,IDN73,SULAWESI SELATAN,WAJO,6-Jul-12,7,6,2012,,,,,,,,,,36,6,3665,1,2012
17577,FLOOD,IDN74,SULAWESI TENGGARA,KONAWE,7-Jul-12,7,7,2012,,,,,,,,,,,,,,2012
17588,FLOOD,IDN74,SULAWESI TENGGARA,KONAWE UTARA,7-Jul-12,7,7,2012,,,,,,,,,,,,,,2012
16925,FIRE,IDN13,SUMATERA BARAT,PESISIR SELATAN,10-Jul-12,7,10,2012,,,,,,,,,,,,,,2012
16929,FLOOD,IDN12,SUMATERA UTARA,LABUHAN BATU UTARA,11-Jul-12,7,11,2012,,,,,,755,,,,,,,,2012
17578,FLOOD,IDN74,SULAWESI TENGGARA,KONAWE,11-Jul-12,7,11,2012,,,,,,,,,,,,,,2012
16926,FIRE,IDN33,JAWA TENGAH,CILACAP,11-Jul-12,7,11,2012,,,,,,,,,82,,,,,2012
16935,FIRE,IDN16,SUMATERA SELATAN,KOTA PALEMBANG,12-Jul-12,7,12,2012,,,,,,25,,,200,,,,,2012
16940,FIRE,IDN35,JAWA TIMUR,PROBOLINGGO,14-Jul-12,7,14,2012,,,,,,,,,16000,,,,,2012
16941,FIRE,IDN33,JAWA TENGAH,CILACAP,15-Jul-12,7,15,2012,,,,,,,,,1,,,,,2012
16946,FIRE,IDN33,JAWA TENGAH,CILACAP,16-Jul-12,7,16,2012,,,,,,,,,11.5,,,,,2012
16953,FIRE,IDN16,SUMATERA SELATAN,KOTA PAGAR ALAM,18-Jul-12,7,18,2012,,,,,,,,,80,,,,,2012
16952,FIRE,IDN33,JAWA TENGAH,CILACAP,18-Jul-12,7,18,2012,,,,,,,,,150,,,,,2012
16960,FIRE,IDN32,JAWA BARAT,SUKABUMI,19-Jul-12,7,19,2012,,,,,,,,,,,,,,2012
16962,FIRE,IDN33,JAWA TENGAH,SEMARANG,20-Jul-12,7,20,2012,,,,,,,,,43387973,,,,,2012
16972,FLOOD,IDN13,SUMATERA BARAT,KOTA PADANG,24-Jul-12,7,24,2012,,2,,,,,3953,,,2,1,28,1,2012
16971,FLOOD,IDN71,SULAWESI UTARA,KEPULAUAN SANGIHE,24-Jul-12,7,24,2012,1,4,,,,,245,,,1,,,,2012
16977,FLOOD,IDN12,SUMATERA UTARA,TAPANULI TENGAH,24-Jul-12,7,24,2012,,,,,,,45,,,,,,,2012
16976,FLOOD,IDN13,SUMATERA BARAT,PADANG PARIAMAN,24-Jul-12,7,24,2012,,,,,,,,,,,,6,1,2012
16978,FIRE,IDN33,JAWA TENGAH,CILACAP,25-Jul-12,7,25,2012,,,,,,,,,25,,,,,2012
16982,FIRE,IDN16,SUMATERA SELATAN,KOTA PAGAR ALAM,26-Jul-12,7,26,2012,,,,,,1,,,50,,,,,2012
16983,FIRE,IDN16,SUMATERA SELATAN,KOTA PALEMBANG,26-Jul-12,7,26,2012,,,,,,5,,,,,,,,2012
16985,FIRE,IDN16,SUMATERA SELATAN,KOTA PRABUMULIH,27-Jul-12,7,27,2012,,,,,,5,,,50,,,,,2012
16987,FIRE,IDN31,DKI JAKARTA,KOTA JAKARTA BARAT,28-Jul-12,7,28,2012,2,,,,,,1950,,,,,,,2012
16992,FIRE,IDN33,JAWA TENGAH,CILACAP,30-Jul-12,7,30,2012,,,,,,,,,9.5,,,,,2012
17763,FLOOD,IDN12,SUMATERA UTARA,SERDANG BEDAGAI,1-Aug-12,8,1,2012,,,,,,,,,,,,10,1,2012
17003,FIRE,IDN16,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,2-Aug-12,8,2,2012,,,,,,5,,,50,,,,,2012
17007,FIRE,IDN35,JAWA TIMUR,BOJONEGORO,4-Aug-12,8,4,2012,,,,,,,,,,,,,,2012
17012,FIRE,IDN35,JAWA TIMUR,BOJONEGORO,6-Aug-12,8,6,2012,,1,,,,,,,12.5,,,,,2012
17014,FIRE,IDN16,SUMATERA SELATAN,MUARA ENIM,6-Aug-12,8,6,2012,,,,,,5,,,50,,,,,2012
17013,FIRE,IDN16,SUMATERA SELATAN,KOTA PAGAR ALAM,6-Aug-12,8,6,2012,,,,,,5,,,50,,,,,2012
17017,FIRE,IDN16,SUMATERA SELATAN,EMPAT LAWANG,7-Aug-12,8,7,2012,,,,,,10,,,82,,,,,2012
17031,FIRE,IDN35,JAWA TIMUR,BANGKALAN,12-Aug-12,8,12,2012,,,,,,,,,180,1,,,,2012
17038,FIRE,IDN31,DKI JAKARTA,KOTA JAKARTA TIMUR,14-Aug-12,8,14,2012,,,,,,,,,60,,,,,2012
17050,FIRE,IDN16,SUMATERA SELATAN,KOTA PALEMBANG,19-Aug-12,8,19,2012,,,,,,320,,,2350,,,,,2012
17049,FIRE,IDN35,JAWA TIMUR,BOJONEGORO,19-Aug-12,8,19,2012,,,,,,,,,,,,,,2012
17052,FIRE,IDN35,JAWA TIMUR,BOJONEGORO,21-Aug-12,8,21,2012,,,,,,,,,150,,,,,2012
17055,FIRE,IDN31,DKI JAKARTA,KOTA JAKARTA TIMUR,22-Aug-12,8,22,2012,,,,,,,,,,,,,,2012
17056,FIRE,IDN31,DKI JAKARTA,KOTA JAKARTA UTARA,22-Aug-12,8,22,2012,,,,,,,,,,,,,,2012
17059,FIRE,IDN35,JAWA TIMUR,BOJONEGORO,23-Aug-12,8,23,2012,,,,,,,,,150,1,,,,2012
17064,FLOOD,IDN72,SULAWESI TENGAH,PARIGI MOUTONG,25-Aug-12,8,25,2012,2,7,,,,,1424,,,,1,215,1,2012
17063,FLOOD,IDN72,SULAWESI TENGAH,KOTA PALU,25-Aug-12,8,25,2012,2,,4,,,,101,,,,,,,2012
17067,FLOOD,IDN12,SUMATERA UTARA,KOTA PEMATANG SIANTAR,26-Aug-12,8,26,2012,,,,,,,,,,,,,,2012
17081,FIRE,IDN16,SUMATERA SELATAN,OGAN KOMERING ULU,29-Aug-12,8,29,2012,,,,,,15,,,150,,,,,2012
17777,FLOOD,IDN13,SUMATERA BARAT,KOTA PADANG,1-Sep-12,9,1,2012,,,,,,,,,,,,1,1,2012
17089,FIRE,IDN16,SUMATERA SELATAN,BANYU ASIN,1-Sep-12,9,1,2012,,,,,,5,,,50,,,,,2012
17091,FIRE,IDN16,SUMATERA SELATAN,KOTA PALEMBANG,1-Sep-12,9,1,2012,,,,,,191,,,1150,,,,,2012
17090,FIRE,IDN33,JAWA TENGAH,CILACAP,1-Sep-12,9,1,2012,,,,,,,,,30,,,,,2012
17095,FIRE,IDN31,DKI JAKARTA,KOTA JAKARTA PUSAT,2-Sep-12,9,2,2012,,,,,,,,,,,,,,2012
17094,FIRE,IDN33,JAWA TENGAH,CILACAP,2-Sep-12,9,2,2012,,,,,,,,,5,,,,,2012
17101,FIRE,IDN71,SULAWESI UTARA,KOTA MANADO,4-Sep-12,9,4,2012,,,,,,,39,,,,,,,2012
17102,FIRE,IDN16,SUMATERA SELATAN,KOTA PAGAR ALAM,4-Sep-12,9,4,2012,,,,,,5,,,50,,,,,2012
17100,FIRE,IDN33,JAWA TENGAH,CILACAP,4-Sep-12,9,4,2012,,,,,,,,,40,,,,,2012
17109,FIRE,IDN31,DKI JAKARTA,KOTA JAKARTA TIMUR,7-Sep-12,9,7,2012,,5,,,,,,,,,,,,2012
17111,FIRE,IDN31,DKI JAKARTA,KOTA JAKARTA UTARA,8-Sep-12,9,8,2012,,2,,,,,,,,,,,,2012
17110,FIRE,IDN33,JAWA TENGAH,CILACAP,8-Sep-12,9,8,2012,,,,,,,,,1,,,,,2012
17120,FIRE,IDN16,SUMATERA SELATAN,KOTA PALEMBANG,10-Sep-12,9,10,2012,,,,,,10,,,,,,,,2012
17118,FIRE,IDN33,JAWA TENGAH,CILACAP,10-Sep-12,9,10,2012,,,,,,,,,10,,,,,2012
17129,FLOOD,IDN13,SUMATERA BARAT,PESISIR SELATAN,11-Sep-12,9,11,2012,,,,,,,,,,,,,,2012
17126,FIRE,IDN16,SUMATERA SELATAN,BANYU ASIN,11-Sep-12,9,11,2012,,,,,,25,,,250,,,,,2012
17128,FIRE,IDN33,JAWA TENGAH,CILACAP,11-Sep-12,9,11,2012,,,,,,,,,10,,,,,2012
17133,FIRE,IDN16,SUMATERA SELATAN,EMPAT LAWANG,12-Sep-12,9,12,2012,,,,,,20,,,200,,,,,2012
17134,FIRE,IDN16,SUMATERA SELATAN,EMPAT LAWANG,12-Sep-12,9,12,2012,,,,,,20,,,200,,,,,2012
17132,FIRE,IDN33,JAWA TENGAH,CILACAP,12-Sep-12,9,12,2012,,,,,,,,,25,,,,,2012
17142,FIRE,IDN16,SUMATERA SELATAN,OGAN KOMERING ULU,13-Sep-12,9,13,2012,,,,,,45,,,1000,,,,,2012
17145,FIRE,IDN16,SUMATERA SELATAN,BANYU ASIN,14-Sep-12,9,14,2012,,,,,,15,,,,,,,,2012
17147,FIRE,IDN16,SUMATERA SELATAN,KOTA PALEMBANG,15-Sep-12,9,15,2012,,,,,,15,,,150,,,,,2012
17161,FIRE,IDN33,JAWA TENGAH,CILACAP,19-Sep-12,9,19,2012,,,,,,,,,15,,,,,2012
17177,FLOOD,IDN12,SUMATERA UTARA,KOTA TEBING TINGGI,22-Sep-12,9,22,2012,,,,,,2725,,,,,,,,2012
17178,FIRE,IDN16,SUMATERA SELATAN,LAHAT,22-Sep-12,9,22,2012,,,,,,10,,,500,,,,,2012
17179,FIRE,IDN33,JAWA TENGAH,CILACAP,24-Sep-12,9,24,2012,,,,,,,,,15,,,,,2012
17183,FIRE,IDN13,SUMATERA BARAT,KEPULAUAN MENTAWAI,25-Sep-12,9,25,2012,,,,,,,85,,,,,,,2012
17192,FIRE,IDN16,SUMATERA SELATAN,EMPAT LAWANG,27-Sep-12,9,27,2012,,,,,,22,,,330,,,,,2012
17196,FIRE,IDN31,DKI JAKARTA,KOTA JAKARTA BARAT,28-Sep-12,9,28,2012,,3,,,,200,,,4000,,,,,2012
17200,FIRE,IDN16,SUMATERA SELATAN,OGAN ILIR,29-Sep-12,9,29,2012,,,,,,,294,,,,,,,2012
17199,FIRE,IDN33,JAWA TENGAH,CILACAP,29-Sep-12,9,29,2012,,,,,,,,,4,,,,,2012
17778,FLOOD,IDN13,SUMATERA BARAT,LIMA PULUH KOTA,1-Oct-12,10,1,2012,,,,,,,,,,,,4,1,2012
17764,FLOOD,IDN12,SUMATERA UTARA,DELI SERDANG,1-Oct-12,10,1,2012,,,,,,,,,,,,11,1,2012
17765,FLOOD,IDN12,SUMATERA UTARA,HUMBANG HASUNDUTAN,1-Oct-12,10,1,2012,,,,,,,,,,,,1,1,2012
17207,FIRE,IDN31,DKI JAKARTA,KOTA JAKARTA TIMUR,2-Oct-12,10,2,2012,,1,,,,,,,,,,,,2012
17210,FIRE,IDN16,SUMATERA SELATAN,KOTA PAGAR ALAM,3-Oct-12,10,3,2012,,,,,,5,,,50,,,,,2012
17214,FIRE,IDN35,JAWA TIMUR,NGANJUK,4-Oct-12,10,4,2012,,,,,,,,,30,,,,,2012
17220,FIRE,IDN16,SUMATERA SELATAN,LAHAT,8-Oct-12,10,8,2012,,,,,,5,,,,,,,,2012
17597,FOREST FIRE,IDN74,SULAWESI TENGGARA,WAKATOBI,10-Oct-12,10,10,2012,,,,,,400,,,,,,,,2012
17225,FLOOD,IDN32,JAWA BARAT,KOTA BEKASI,10-Oct-12,10,10,2012,,,,,,,,,,,,,,2012
17227,FIRE,IDN31,DKI JAKARTA,KOTA JAKARTA UTARA,11-Oct-12,10,11,2012,,,,,,,,,,,,,,2012
17234,FIRE,IDN16,SUMATERA SELATAN,EMPAT LAWANG,13-Oct-12,10,13,2012,,,,,,,,,510,,,,,2012
17235,FIRE,IDN16,SUMATERA SELATAN,KOTA PALEMBANG,13-Oct-12,10,13,2012,,,,,,3,,,,,,,,2012
17236,FIRE,IDN16,SUMATERA SELATAN,MUSI RAWAS,13-Oct-12,10,13,2012,,,,,,25,,,,,,,,2012
17245,FLOOD,IDN73,SULAWESI SELATAN,LUWU UTARA,18-Oct-12,10,18,2012,1,,,,,2450,,,,,,,,2012
17246,FLOOD,IDN33,JAWA TENGAH,BANYUMAS,19-Oct-12,10,19,2012,1,,,,,,,,,,,,,2012
17250,FLOOD,IDN12,SUMATERA UTARA,TAPANULI SELATAN,19-Oct-12,10,19,2012,,,,,,,,,,,,,,2012
17254,FLOOD,IDN12,SUMATERA UTARA,PADANG LAWAS,21-Oct-12,10,21,2012,,,,,,,85,,,,,50,1,2012
17256,FLOOD,IDN12,SUMATERA UTARA,TAPANULI SELATAN,21-Oct-12,10,21,2012,,,,,,,,,,,,46,1,2012
17257,FIRE,IDN16,SUMATERA SELATAN,KOTA PAGAR ALAM,22-Oct-12,10,22,2012,,,,,,5,,,,,,,,2012
17258,FIRE,IDN16,SUMATERA SELATAN,KOTA PALEMBANG,22-Oct-12,10,22,2012,,,,,,15,,,75,,,,,2012
17260,FIRE,IDN16,SUMATERA SELATAN,OGAN KOMERING ULU,22-Oct-12,10,22,2012,,,,,,15,,,,,,,,2012
17262,FLOOD,IDN13,SUMATERA BARAT,TANAH DATAR,23-Oct-12,10,23,2012,,,,,,,,,,,,,,2012
17265,FLOOD,IDN13,SUMATERA BARAT,SOLOK,25-Oct-12,10,25,2012,,,,,,145,,,,,,,,2012
17264,FIRE,IDN31,DKI JAKARTA,KOTA JAKARTA UTARA,25-Oct-12,10,25,2012,,,,,,50,,,500,,,,,2012
17267,FLOOD,IDN12,SUMATERA UTARA,SAMOSIR,26-Oct-12,10,26,2012,,,,,,,,,,,,,,2012
17268,FIRE,IDN13,SUMATERA BARAT,TANAH DATAR,26-Oct-12,10,26,2012,,,,,,,,,,,,,,2012
17266,FIRE,IDN16,SUMATERA SELATAN,KOTA PAGAR ALAM,26-Oct-12,10,26,2012,,,,,,5,,,50,,,,,2012
17270,FLOOD,IDN13,SUMATERA BARAT,PESISIR SELATAN,27-Oct-12,10,27,2012,,,,,,,,,,,,,,2012
17269,FLOOD,IDN32,JAWA BARAT,GARUT,27-Oct-12,10,27,2012,,,,,,,,,,,,,,2012
17279,FLOOD,IDN13,SUMATERA BARAT,SOLOK SELATAN,30-Oct-12,10,30,2012,,,,,,,,,,,,,,2012
17278,FIRE,IDN13,SUMATERA BARAT,KOTA PADANG,30-Oct-12,10,30,2012,,,,,,,,,,,,,,2012
17281,FLOOD,IDN13,SUMATERA BARAT,SAWAHLUNTO/SIJUNJUNG,31-Oct-12,10,31,2012,,,,,,,60,,,,,,,2012
17282,FLOOD,IDN13,SUMATERA BARAT,SOLOK SELATAN,31-Oct-12,10,31,2012,,,,,,2435,,,,,,,,2012
17283,FIRE,IDN13,SUMATERA BARAT,TANAH DATAR,31-Oct-12,10,31,2012,,,,,,,,,,,,,,2012
17289,FLOOD,IDN13,SUMATERA BARAT,PASAMAN,1-Nov-12,11,1,2012,,,,,,,,,,1,,12,1,2012
17779,FLOOD,IDN13,SUMATERA BARAT,PESISIR SELATAN,1-Nov-12,11,1,2012,,,,,,,,,,,,1,1,2012
17780,FLOOD,IDN13,SUMATERA BARAT,KOTA SAWAH LUNTO,1-Nov-12,11,1,2012,,,,,,,,,,,,54,1,2012
17781,FLOOD,IDN13,SUMATERA BARAT,LIMA PULUH KOTA,1-Nov-12,11,1,2012,,,,,,,,,,,,9,1,2012
17768,FLOOD,IDN12,SUMATERA UTARA,DELI SERDANG,1-Nov-12,11,1,2012,,,,,,,,,,,,72,1,2012
17769,FLOOD,IDN12,SUMATERA UTARA,BATU BARA,1-Nov-12,11,1,2012,,,,,,,,,,,,51,1,2012
17766,FLOOD,IDN12,SUMATERA UTARA,TAPANULI SELATAN,1-Nov-12,11,1,2012,,,,,,,,,,,,316,1,2012
17767,FLOOD,IDN12,SUMATERA UTARA,LABUHAN BATU,1-Nov-12,11,1,2012,,,,,,,,,,,,232,1,2012
17770,FLOOD,IDN12,SUMATERA UTARA,LABUHAN BATU SELATAN,1-Nov-12,11,1,2012,,,,,,,,,,,,50,1,2012
17838,FLOOD,IDN33,JAWA TENGAH,DEMAK,1-Nov-12,11,1,2012,,,,,,,,,,,,45,1,2012
17837,FLOOD,IDN33,JAWA TENGAH,CILACAP,1-Nov-12,11,1,2012,,,,,,,,,,,,16,1,2012
17285,FIRE,IDN31,DKI JAKARTA,KOTA JAKARTA PUSAT,1-Nov-12,11,1,2012,,,,,,728,,,,,,,,2012
17287,FIRE,IDN16,SUMATERA SELATAN,KOTA PAGAR ALAM,1-Nov-12,11,1,2012,,,,,,5,,,50,,,,,2012
17294,FIRE,IDN16,SUMATERA SELATAN,MUSI RAWAS,2-Nov-12,11,2,2012,,,,,,5,,,50,,,,,2012
17295,FIRE,IDN16,SUMATERA SELATAN,OGAN ILIR,2-Nov-12,11,2,2012,,,,,,5,,,70,,,,,2012
17310,FLOOD,IDN12,SUMATERA UTARA,SERDANG BEDAGAI,4-Nov-12,11,4,2012,1,,,,,,4554,,,,,303,1,2012
17309,FLOOD,IDN12,SUMATERA UTARA,MANDAILING NATAL,4-Nov-12,11,4,2012,,,,,,,,,,,,14,1,2012
17319,FLOOD,IDN76,SULAWESI BARAT,MAMASA,8-Nov-12,11,8,2012,13,2,2,,,,,,,,,,,2012
17318,FIRE,IDN35,JAWA TIMUR,KOTA PROBOLINGGO,8-Nov-12,11,8,2012,,,,,,,,,,,,,,2012
17324,FLOOD,IDN16,SUMATERA SELATAN,KOTA PALEMBANG,9-Nov-12,11,9,2012,,,,,,,120,,,,,,,2012
17326,FLOOD,IDN12,SUMATERA UTARA,NIAS SELATAN,9-Nov-12,11,9,2012,1,3,,,,,70,,,,,,,2012
17329,FLOOD,IDN16,SUMATERA SELATAN,BANYU ASIN,10-Nov-12,11,10,2012,,,,,,,,,200,,,,,2012
17334,FLOOD,IDN33,JAWA TENGAH,CILACAP,11-Nov-12,11,11,2012,,,,,,,,,422.5,,,,,2012
17335,FIRE,IDN33,JAWA TENGAH,CILACAP,11-Nov-12,11,11,2012,,,,,,,,,10,,,,,2012
17339,FLOOD,IDN13,SUMATERA BARAT,PASAMAN BARAT,12-Nov-12,11,12,2012,,,,,,,80,,,,,70,1,2012
17345,FLOOD,IDN12,SUMATERA UTARA,TAPANULI TENGAH,13-Nov-12,11,13,2012,,,,,,,600,,,,,,,2012
17350,FLOOD,IDN16,SUMATERA SELATAN,KOTA LUBUKLINGGAU,16-Nov-12,11,16,2012,,,,,,75,,,75,1,,,,2012
17356,FLOOD,IDN32,JAWA BARAT,BANDUNG,18-Nov-12,11,18,2012,,,,,,4756,11342,,,,,5,1,2012
17735,FLOOD,IDN32,JAWA BARAT,BOGOR,18-Nov-12,11,18,2012,,,,,,,,,,,,,,2012
17357,FLOOD,IDN32,JAWA BARAT,KOTA BEKASI,18-Nov-12,11,18,2012,,,,,,,,,,,,,,2012
17364,FLOOD,IDN13,SUMATERA BARAT,TANAH DATAR,19-Nov-12,11,19,2012,,,,,,,,,50,,,,,2012
