Event,Province,Code,Date,Month,Day,Year, DataCards, Deaths, Injured, Missing, Houses Destroyed, Houses Damaged, Victims, Affected, Relocated, Evacuated, Losses $USD, Losses $Local, Damages in crops Ha., Agriculture, Power and Energy, Relief, Plantation/Forest
FIRE,SUMATERA UTARA,12,4/3/2007,4,3,2007,1,0,0,0,157,0,0,0,0,1812,0,0,0,0,0,0,0
FLOODS,SULAWESI SELATAN,73,4/6/2007,4,6,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,KALIMANTAN TIMUR,64,4/9/2007,4,9,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,SULAWESI SELATAN,73,4/9/2007,4,9,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,SULAWESI TENGAH,72,4/9/2007,4,9,2007,1,1,2711,0,0,0,0,0,0,7988,0,97528.255,0,0,0,0,0
FLOODS,LAMPUNG,18,4/10/2007,4,10,2007,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,KALIMANTAN TIMUR,64,4/10/2007,4,10,2007,1,0,0,0,14,0,0,0,0,0,0,2000,0,0,0,0,0
FLOODS,KALIMANTAN SELATAN,63,4/13/2007,4,13,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,KALIMANTAN SELATAN,63,4/14/2007,4,14,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,LAMPUNG,18,4/15/2007,4,15,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,SULAWESI SELATAN,73,4/15/2007,4,15,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,SULAWESI SELATAN,73,4/16/2007,4,16,2007,1,0,0,0,2,0,0,1912,0,1916,0,0,0,0,0,0,0
FIRE,SUMATERA BARAT,13,4/18/2007,4,18,2007,1,0,0,0,0,0,0,0,0,0,0,4000,0,0,0,0,0
FLOODS,JAWA TIMUR,35,4/20/2007,4,20,2007,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,JAWA TENGAH,33,4/21/2007,4,21,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,JAWA TIMUR,35,4/21/2007,4,21,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,DKI JAKARTA,31,4/22/2007,4,22,2007,1,0,0,0,60,0,0,200,0,0,0,300,0,0,0,0,0
FIRE,SUMATERA SELATAN,16,4/23/2007,4,23,2007,2,0,0,0,1,0,0,9,0,0,0,150,0,0,0,0,0
FLOODS,JAWA BARAT,32,4/25/2007,4,25,2007,1,0,0,1,0,0,0,0,0,212,0,496,0,0,0,0,0
FLOODS,JAWA TIMUR,35,4/26/2007,4,26,2007,1,0,0,0,6,35,0,0,0,40,0,0,0,0,0,0,0
FLOODS,SULAWESI BARAT,76,4/28/2007,4,28,2007,1,0,0,0,0,0,0,0,0,0,0,3255,0,0,0,0,0
FLOODS,KALIMANTAN TIMUR,64,4/29/2007,4,29,2007,1,1,1187,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,SULAWESI UTARA,71,4/29/2007,4,29,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,JAWA BARAT,32,4/30/2007,4,30,2007,1,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0
FLOODS,JAMBI,15,5/1/2007,5,1,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,PEMERINTAH ACEH,11,5/1/2007,5,1,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,KALIMANTAN SELATAN,63,5/1/2007,5,1,2007,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,KALIMANTAN TIMUR,64,5/1/2007,5,1,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,JAWA BARAT,32,5/1/2007,5,1,2007,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,JAWA TIMUR,35,5/1/2007,5,1,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,SULAWESI SELATAN,73,5/1/2007,5,1,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,SUMATERA UTARA,12,5/1/2007,5,1,2007,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,KALIMANTAN TENGAH,62,5/2/2007,5,2,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,KALIMANTAN SELATAN,63,5/6/2007,5,6,2007,3,3,0,0,20,0,0,8745,0,0,0,0,0,0,0,0,0
FLOODS,SULAWESI BARAT,76,5/6/2007,5,6,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,LAMPUNG,18,5/7/2007,5,7,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,KALIMANTAN SELATAN,63,5/7/2007,5,7,2007,1,0,0,0,0,0,0,1077,0,0,0,0,0,0,0,0,0
FLOODS,SULAWESI TENGAH,72,5/7/2007,5,7,2007,2,0,2111,1,3,0,0,0,0,13280,0,0,0,0,0,0,0
FLOODS,SUMATERA UTARA,12,5/8/2007,5,8,2007,1,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0
FLOODS,PEMERINTAH ACEH,11,5/10/2007,5,10,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,PEMERINTAH ACEH,11,5/17/2007,5,17,2007,1,0,0,0,0,0,0,4294,0,0,0,0,0,0,0,0,0
FLOODS,KALIMANTAN TIMUR,64,5/18/2007,5,18,2007,2,2,416,0,0,0,0,0,0,11088,0,0,0,0,0,0,0
FIRE,JAWA TENGAH,33,5/18/2007,5,18,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,JAMBI,15,5/22/2007,5,22,2007,1,0,0,0,1,6,0,1000,0,0,0,650,0,0,0,0,0
FIRE,KALIMANTAN TIMUR,64,5/25/2007,5,25,2007,1,3,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0
FIRE,KALIMANTAN TIMUR,64,5/31/2007,5,31,2007,1,0,0,0,7,0,0,50,0,0,0,0,0,0,0,0,0
FIRE,JAWA TENGAH,33,5/31/2007,5,31,2007,1,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0
FLOODS,JAMBI,15,6/1/2007,6,1,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,LAMPUNG,18,6/1/2007,6,1,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,RIAU,14,6/1/2007,6,1,2007,1,0,0,0,0,0,0,0,0,170,0,3000,0,0,0,0,0
FIRE,KALIMANTAN TIMUR,64,6/1/2007,6,1,2007,1,0,0,0,38,0,0,156,0,0,0,0,0,0,0,0,0
FLOODS,KALIMANTAN BARAT,61,6/1/2007,6,1,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,KALIMANTAN SELATAN,63,6/1/2007,6,1,2007,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,SUMATERA BARAT,13,6/1/2007,6,1,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,SUMATERA UTARA,12,6/1/2007,6,1,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,GORONTALO,75,6/3/2007,6,3,2007,1,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,SUMATERA SELATAN,16,6/9/2007,6,9,2007,1,0,0,0,2,0,0,10,0,0,0,75,0,0,0,0,0
FLOODS,SUMATERA SELATAN,16,6/9/2007,6,9,2007,1,0,0,0,7,0,0,400,0,0,0,204,0,0,0,0,0
FLOODS,KALIMANTAN SELATAN,63,6/13/2007,6,13,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,DKI JAKARTA,31,6/13/2007,6,13,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,KALIMANTAN SELATAN,63,6/14/2007,6,14,2007,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,SULAWESI SELATAN,73,6/15/2007,6,15,2007,1,6,0,0,0,0,0,0,0,8388,0,0,0,0,0,0,0
FLOODS,KALIMANTAN TIMUR,64,6/20/2007,6,20,2007,1,0,0,0,0,0,0,31114,0,0,0,0,0,0,0,0,0
FIRE,SUMATERA SELATAN,16,6/22/2007,6,22,2007,1,0,0,0,12,0,0,67,0,0,0,500,0,0,0,0,0
FIRE,SUMATERA SELATAN,16,6/29/2007,6,29,2007,1,0,0,0,4,0,0,33,0,0,0,300,0,0,0,0,0
FIRE,SUMATERA SELATAN,16,6/30/2007,6,30,2007,1,0,0,0,0,18,0,165,0,0,0,150,0,0,0,0,0
FLOODS,JAMBI,15,7/1/2007,7,1,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,PEMERINTAH ACEH,11,7/1/2007,7,1,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,KALIMANTAN BARAT,61,7/1/2007,7,1,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,KALIMANTAN SELATAN,63,7/1/2007,7,1,2007,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,SULAWESI SELATAN,73,7/1/2007,7,1,2007,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,SUMATERA BARAT,13,7/1/2007,7,1,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,KALIMANTAN SELATAN,63,7/6/2007,7,6,2007,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,SUMATERA BARAT,13,7/10/2007,7,10,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,SUMATERA SELATAN,16,7/18/2007,7,18,2007,1,0,0,0,90,0,0,685,0,0,0,4000,0,0,0,0,0
FLOODS,KALIMANTAN SELATAN,63,7/22/2007,7,22,2007,1,0,0,0,0,0,0,3213,0,0,0,0,0,0,0,0,0
FLOODS,SUMATERA BARAT,13,7/22/2007,7,22,2007,2,0,0,0,1,119,0,0,0,0,0,0,0,0,0,0,0
FLOODS,SUMATERA UTARA,12,7/23/2007,7,23,2007,3,1,0,0,1,0,0,0,0,7186,0,0,0,0,0,0,0
FLOODS,SULAWESI TENGAH,72,7/27/2007,7,27,2007,1,0,96,0,0,0,0,0,0,127,0,0,0,0,0,0,0
FLOODS,SULAWESI TENGAH,72,7/29/2007,7,29,2007,1,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,0
FIRE,SUMATERA SELATAN,16,8/1/2007,8,1,2007,1,0,0,0,10,0,0,53,0,0,0,100,0,0,0,0,0
FIRE,SUMATERA SELATAN,16,8/18/2007,8,18,2007,1,0,0,0,6,0,0,40,0,0,0,120,0,0,0,0,0
FLOODS,SUMATERA BARAT,13,8/30/2007,8,30,2007,1,1,1,0,4,70,0,0,0,0,0,2000,0,0,0,0,0
FLOODS,PEMERINTAH ACEH,11,9/1/2007,9,1,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,KALIMANTAN TENGAH,62,9/1/2007,9,1,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,SULAWESI SELATAN,73,9/1/2007,9,1,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,SUMATERA UTARA,12,9/1/2007,9,1,2007,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,SUMATERA SELATAN,16,9/3/2007,9,3,2007,1,2,0,0,7,0,0,29,0,0,0,0,0,0,0,0,0
FLOODS,SULAWESI SELATAN,73,9/5/2007,9,5,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,SUMATERA SELATAN,16,9/17/2007,9,17,2007,2,2,1065,0,17,0,0,11869,0,0,0,0,0,0,0,0,0
FIRE,SUMATERA SELATAN,16,9/23/2007,9,23,2007,1,0,0,0,10,0,0,44,0,0,0,0,0,0,0,0,0
FIRE,SUMATERA SELATAN,16,9/24/2007,9,24,2007,1,0,0,0,3,0,0,20,0,0,0,0,0,0,0,0,0
FLOODS,KALIMANTAN BARAT,61,10/1/2007,10,1,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,SUMATERA SELATAN,16,10/1/2007,10,1,2007,1,0,0,0,11,0,0,48,0,0,0,0,0,0,0,0,0
FLOODS,SUMATERA UTARA,12,10/1/2007,10,1,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,SUMATERA SELATAN,16,10/4/2007,10,4,2007,1,0,0,0,12,0,0,52,0,0,0,375,0,0,0,0,0
FIRE,SUMATERA SELATAN,16,10/10/2007,10,10,2007,1,0,0,0,3,0,0,108,0,0,0,0,0,0,0,0,0
FIRE,SUMATERA SELATAN,16,10/22/2007,10,22,2007,1,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0
FLOODS,PEMERINTAH ACEH,11,10/23/2007,10,23,2007,7,1,0,0,0,0,0,1400,0,3203,0,0,0,0,0,0,0
FLOODS,RIAU,14,10/30/2007,10,30,2007,6,3,313,0,0,0,0,18000,0,924,0,22000,0,0,0,0,0
FLOODS,JAMBI,15,11/1/2007,11,1,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,PEMERINTAH ACEH,11,11/1/2007,11,1,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,RIAU,14,11/1/2007,11,1,2007,1,0,0,0,0,0,0,0,0,195,0,68000,0,0,0,0,0
FLOODS,KALIMANTAN SELATAN,63,11/1/2007,11,1,2007,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,JAWA BARAT,32,11/1/2007,11,1,2007,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,SULAWESI UTARA,71,11/1/2007,11,1,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,SUMATERA UTARA,12,11/1/2007,11,1,2007,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,JAWA TENGAH,33,11/5/2007,11,5,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,SULAWESI BARAT,76,11/5/2007,11,5,2007,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,JAWA BARAT,32,11/6/2007,11,6,2007,1,0,0,0,20,7,0,81,0,0,0,905.245,0,0,0,0,0
FLOODS,JAWA TENGAH,33,11/7/2007,11,7,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,SUMATERA SELATAN,16,11/8/2007,11,8,2007,1,0,0,0,1,0,0,6,0,0,0,40,0,0,0,0,0
FLOODS,PEMERINTAH ACEH,11,11/9/2007,11,9,2007,2,0,0,0,0,0,0,0,0,3084,0,0,0,0,0,0,0
FLOODS,DKI JAKARTA,31,11/11/2007,11,11,2007,1,0,0,0,0,0,0,0,0,1180,0,0,0,0,0,0,0
FLOODS,JAWA BARAT,32,11/12/2007,11,12,2007,1,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0
FLOODS,KALIMANTAN TENGAH,62,11/16/2007,11,16,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,RIAU,14,11/18/2007,11,18,2007,1,0,0,0,0,0,0,0,0,800,0,87000,0,0,0,0,0
FLOODS,KALIMANTAN SELATAN,63,11/18/2007,11,18,2007,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,KALIMANTAN SELATAN,63,11/21/2007,11,21,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,JAWA BARAT,32,11/22/2007,11,22,2007,1,0,0,0,20,3,0,86,0,0,0,0,0,0,0,0,0
FIRE,SUMATERA SELATAN,16,11/27/2007,11,27,2007,1,0,0,0,1,0,0,4,0,0,0,20,0,0,0,0,0
FLOODS,JAMBI,15,12/1/2007,12,1,2007,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,PEMERINTAH ACEH,11,12/1/2007,12,1,2007,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,RIAU,14,12/1/2007,12,1,2007,1,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0
FLOODS,BANTEN,36,12/1/2007,12,1,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,KALIMANTAN BARAT,61,12/1/2007,12,1,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,KALIMANTAN SELATAN,63,12/1/2007,12,1,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,KALIMANTAN TENGAH,62,12/1/2007,12,1,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,JAWA BARAT,32,12/1/2007,12,1,2007,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,JAWA TENGAH,33,12/1/2007,12,1,2007,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,JAWA TIMUR,35,12/1/2007,12,1,2007,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,SUMATERA BARAT,13,12/1/2007,12,1,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,SUMATERA UTARA,12,12/1/2007,12,1,2007,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,JAWA BARAT,32,12/4/2007,12,4,2007,1,0,0,0,20,0,0,0,0,29920,0,0,0,0,0,0,0
FLOODS,PEMERINTAH ACEH,11,12/7/2007,12,7,2007,3,2,0,0,17,215,0,0,0,54977,0,0,0,0,0,0,0
FLOODS,JAWA TIMUR,35,12/7/2007,12,7,2007,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,JAWA BARAT,32,12/15/2007,12,15,2007,1,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0
FLOODS,SUMATERA SELATAN,16,12/19/2007,12,19,2007,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,JAWA TENGAH,33,12/23/2007,12,23,2007,1,0,0,0,0,0,0,0,0,16088,0,0,0,0,0,0,0
FLOODS,JAMBI,15,12/24/2007,12,24,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,SUMATERA SELATAN,16,12/24/2007,12,24,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,JAWA TENGAH,33,12/25/2007,12,25,2007,5,5,0,1,344,12072,0,0,0,0,0,0,0,0,0,0,0
FLOODS,SUMATERA BARAT,13,12/25/2007,12,25,2007,3,1,0,2,0,0,0,0,0,160,0,0,0,0,0,0,0
FLOODS,JAWA TENGAH,33,12/26/2007,12,26,2007,9,2,0,0,120,238,0,0,0,7180,0,0,0,0,0,0,0
FLOODS,JAWA TIMUR,35,12/26/2007,12,26,2007,10,7,2,2,316,1177,0,0,0,35577,0,1732.2,0,0,0,0,0
FLOODS,JAWA TIMUR,35,12/27/2007,12,27,2007,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,SUMATERA UTARA,12,12/27/2007,12,27,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,JAWA TIMUR,35,12/28/2007,12,28,2007,1,2,0,0,0,0,0,0,0,5090,0,0,0,0,0,0,0
FLOODS,JAWA TIMUR,35,12/30/2007,12,30,2007,3,0,0,0,1,258,0,0,0,8254,0,0,0,0,0,0,0
FLOODS,JAMBI,15,1/1/2008,1,1,2008,2,0,0,0,0,0,0,0,0,0,0,0,575,2,0,0,0
FLOODS,LAMPUNG,18,1/1/2008,1,1,2008,2,0,0,0,0,0,0,0,0,0,0,0,52,2,0,0,0
FLOODS,PEMERINTAH ACEH,11,1/1/2008,1,1,2008,1,0,0,0,0,0,0,0,0,0,0,0,63,1,0,0,0
FLOODS,BANTEN,36,1/1/2008,1,1,2008,3,0,0,0,0,0,0,0,0,0,0,0,659,2,0,0,0
FLOODS,DI YOGYAKARTA,34,1/1/2008,1,1,2008,2,0,0,0,0,0,0,0,0,0,0,0,62,2,0,0,0
FLOODS,GORONTALO,75,1/1/2008,1,1,2008,2,0,0,0,0,0,0,0,0,0,0,0,90,2,0,0,0
FIRE,KALIMANTAN SELATAN,63,1/1/2008,1,1,2008,2,0,0,0,22,0,0,0,0,73,0,110,0,0,0,0,0
FLOODS,KALIMANTAN BARAT,61,1/1/2008,1,1,2008,2,0,0,0,0,0,0,0,0,0,0,0,32,2,0,0,0
FLOODS,KALIMANTAN SELATAN,63,1/1/2008,1,1,2008,1,0,0,0,0,0,0,0,0,0,0,0,138,1,0,0,0
FLOODS,DKI JAKARTA,31,1/1/2008,1,1,2008,4,0,0,0,0,0,0,0,0,4702,0,0,0,0,0,0,0
FLOODS,JAWA BARAT,32,1/1/2008,1,1,2008,6,0,0,0,0,0,0,0,0,0,0,0,825,6,0,0,0
FLOODS,JAWA TENGAH,33,1/1/2008,1,1,2008,12,0,0,0,0,0,0,0,0,0,0,0,9851,12,0,0,0
FLOODS,JAWA TIMUR,35,1/1/2008,1,1,2008,13,0,0,0,0,0,0,0,0,0,0,0,17115,13,0,0,0
FLOODS,SULAWESI SELATAN,73,1/1/2008,1,1,2008,3,0,0,0,0,0,0,0,0,0,0,0,509,3,0,0,0
FLOODS,SUMATERA BARAT,13,1/1/2008,1,1,2008,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
FLOODS,BANTEN,36,1/2/2008,1,2,2008,3,0,0,0,0,0,0,0,0,0,0,0,488,1,0,0,0
FLOODS,DKI JAKARTA,31,1/2/2008,1,2,2008,1,0,0,0,0,0,0,0,0,1466,0,0,0,0,0,0,0
FLOODS,JAWA TENGAH,33,1/2/2008,1,2,2008,1,0,0,0,0,1481,0,7284,0,0,0,0,2712,1,0,0,0
FIRE,KALIMANTAN SELATAN,63,1/3/2008,1,3,2008,1,0,0,0,16,0,0,0,0,65,0,100,0,0,0,0,0
FLOODS,JAWA BARAT,32,1/3/2008,1,3,2008,1,0,0,1,0,0,0,0,0,0,0,0,1452,1,0,0,0
FIRE,KALIMANTAN SELATAN,63,1/4/2008,1,4,2008,1,0,0,0,13,0,0,0,0,48,0,100,0,0,0,0,0
FLOODS,JAWA TENGAH,33,1/4/2008,1,4,2008,1,0,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,BANGKA-BELITUNG,19,1/5/2008,1,5,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,BANGKA-BELITUNG,19,1/8/2008,1,8,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,BANGKA-BELITUNG,19,1/11/2008,1,11,2008,1,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0
FIRE,KALIMANTAN SELATAN,63,1/12/2008,1,12,2008,1,0,0,0,3,2,0,0,0,14,0,10,0,0,0,0,0
FIRE,KALIMANTAN SELATAN,63,1/13/2008,1,13,2008,1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0
FIRE,KALIMANTAN SELATAN,63,1/14/2008,1,14,2008,2,0,0,0,16,0,0,0,0,21,0,3000,0,0,0,0,0
FIRE,KALIMANTAN SELATAN,63,1/15/2008,1,15,2008,1,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0
FIRE,KALIMANTAN SELATAN,63,1/18/2008,1,18,2008,2,0,0,0,3,0,0,0,0,18,0,0,0,0,0,0,0
FLOODS,JAWA BARAT,32,1/18/2008,1,18,2008,1,0,2279,0,9,3,0,0,0,190,0,0,794,1,0,0,0
FLOODS,SULAWESI TENGAH,72,1/18/2008,1,18,2008,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
FLOODS,JAWA TENGAH,33,1/20/2008,1,20,2008,1,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0
FIRE,KALIMANTAN SELATAN,63,1/23/2008,1,23,2008,2,0,0,0,7,0,0,0,0,42,0,10,0,0,0,0,0
FLOODS,KALIMANTAN SELATAN,63,1/23/2008,1,23,2008,1,0,5,0,17,0,0,32045,0,0,0,0,0,0,0,0,0
FIRE,KALIMANTAN SELATAN,63,1/26/2008,1,26,2008,1,0,0,0,7,0,0,0,0,100,0,110,0,0,0,0,0
FLOODS,KALIMANTAN SELATAN,63,1/26/2008,1,26,2008,1,0,0,0,0,0,0,29808,0,0,0,0,0,0,0,0,0
FLOODS,GORONTALO,75,1/27/2008,1,27,2008,1,0,0,0,0,0,0,0,0,0,0,0,74,1,0,0,0
FIRE,KALIMANTAN SELATAN,63,1/28/2008,1,28,2008,1,0,0,0,23,0,0,0,0,20,0,110,0,0,0,0,0
FLOODS,JAWA BARAT,32,1/29/2008,1,29,2008,1,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,JAWA TIMUR,35,1/30/2008,1,30,2008,1,4,1843,0,436,3552,0,0,0,400,0,21147.974,97,1,0,0,0
FIRE,BANGKA-BELITUNG,19,2/1/2008,2,1,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,LAMPUNG,18,2/1/2008,2,1,2008,3,0,0,0,30,85,0,0,0,0,0,0,1671,2,0,0,0
FLOODS,DI YOGYAKARTA,34,2/1/2008,2,1,2008,1,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0
FLOODS,GORONTALO,75,2/1/2008,2,1,2008,1,0,0,0,0,0,0,0,0,0,0,0,35,1,0,0,0
FLOODS,KALIMANTAN SELATAN,63,2/1/2008,2,1,2008,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0
FLOODS,DKI JAKARTA,31,2/1/2008,2,1,2008,5,6,0,0,0,0,0,0,0,59352,0,0,0,0,0,0,0
FLOODS,JAWA BARAT,32,2/1/2008,2,1,2008,7,0,0,0,45,17,0,171135,0,1200,0,0,9616,6,0,0,0
FLOODS,JAWA TIMUR,35,2/1/2008,2,1,2008,3,0,0,0,0,0,0,0,0,0,0,0,58,3,0,0,0
FLOODS,SUMATERA BARAT,13,2/1/2008,2,1,2008,1,0,0,0,0,0,0,0,0,0,0,0,94,1,0,0,0
FLOODS,SUMATERA UTARA,12,2/1/2008,2,1,2008,2,0,0,0,0,0,0,0,0,0,0,0,77,2,0,0,0
FOREST FIRE,JAMBI,15,2/1/2008,2,1,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
FLOODS,BANTEN,36,2/2/2008,2,2,2008,2,7,13172,0,0,26623,0,0,0,1227,0,0,0,0,0,0,0
FIRE,KALIMANTAN SELATAN,63,2/4/2008,2,4,2008,1,0,0,0,6,0,0,0,0,26,0,0,0,0,0,0,0
FIRE,KALIMANTAN SELATAN,63,2/6/2008,2,6,2008,1,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0
FLOODS,JAWA TIMUR,35,2/8/2008,2,8,2008,3,15,24052,19,3066,983,0,0,0,10233,0,0,2216,3,0,0,0
FIRE,BANGKA-BELITUNG,19,2/9/2008,2,9,2008,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
