Event,Province,Code,Date,Month,Day,Year, DataCards, Deaths, Injured, Missing, Houses Destroyed, Houses Damaged, Victims, Affected, Relocated, Evacuated, Losses $USD, Losses $Local, Damages in crops Ha., Agriculture, Power and Energy, Relief, Plantation/Forest
FIRE,JAWA TIMUR,35,1/17/2011,1,17,2011,1,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0
FLOODS,JAWA TENGAH,33,1/17/2011,1,17,2011,2,0,0,0,0,0,0,0,0,0,0,0,458,1,0,0,458
FLOODS,JAWA TIMUR,35,1/17/2011,1,17,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,KALIMANTAN TIMUR,64,1/18/2011,1,18,2011,1,0,3,0,0,0,0,0,0,44,0,0,0,0,0,0,0
FLOODS,JAWA BARAT,32,1/18/2011,1,18,2011,2,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
FLOODS,JAWA BARAT,32,1/19/2011,1,19,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,JAWA TENGAH,33,1/19/2011,1,19,2011,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,JAWA TENGAH,33,1/20/2011,1,20,2011,1,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
FLOODS,JAWA TENGAH,33,1/20/2011,1,20,2011,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,LAMPUNG,18,1/21/2011,1,21,2011,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,KALIMANTAN TIMUR,64,1/21/2011,1,21,2011,2,0,1,0,0,0,0,0,0,44,0,375,0,0,0,0,0
FIRE,JAWA TENGAH,33,1/21/2011,1,21,2011,1,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0
FLOODS,JAWA TENGAH,33,1/21/2011,1,21,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,JAWA TENGAH,33,1/22/2011,1,22,2011,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FLOODS,JAWA TENGAH,33,1/22/2011,1,22,2011,2,0,0,0,0,0,0,0,0,783,0,0,0,0,0,0,0
FIRE,KALIMANTAN TIMUR,64,1/23/2011,1,23,2011,1,0,0,0,0,0,0,0,0,55,0,500,0,0,0,0,0
FLOODS,JAWA TENGAH,33,1/23/2011,1,23,2011,1,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0
FLOODS,JAWA TENGAH,33,1/24/2011,1,24,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,SULAWESI TENGAH,72,1/24/2011,1,24,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,SUMATERA SELATAN,16,1/25/2011,1,25,2011,1,0,0,0,0,0,0,5,0,0,0,40,0,0,0,0,0
FLOODS,JAWA TENGAH,33,1/25/2011,1,25,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,JAWA TIMUR,35,1/25/2011,1,25,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,LAMPUNG,18,1/26/2011,1,26,2011,1,0,0,0,0,0,0,0,0,0,0,0,35,1,0,0,35
FLOODS,SULAWESI UTARA,71,1/26/2011,1,26,2011,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,KALIMANTAN SELATAN,63,1/27/2011,1,27,2011,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,KALIMANTAN TIMUR,64,1/27/2011,1,27,2011,1,0,0,0,0,0,0,0,0,100,0,350,0,0,0,0,0
FLOODS,JAWA TIMUR,35,1/27/2011,1,27,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,JAWA TENGAH,33,1/28/2011,1,28,2011,2,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0
FLOODS,SUMATERA BARAT,13,1/28/2011,1,28,2011,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
FLOODS,JAWA TENGAH,33,1/29/2011,1,29,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,JAWA TENGAH,33,1/30/2011,1,30,2011,1,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0
FIRE,SULAWESI SELATAN,73,1/30/2011,1,30,2011,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
FIRE,SUMATERA BARAT,13,1/30/2011,1,30,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,SUMATERA SELATAN,16,1/30/2011,1,30,2011,1,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0
FLOODS,JAWA TENGAH,33,1/30/2011,1,30,2011,1,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0
FLOODS,JAWA TIMUR,35,1/30/2011,1,30,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,KEPULAUAN RIAU,21,1/31/2011,1,31,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,RIAU,14,1/31/2011,1,31,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,JAWA TENGAH,33,1/31/2011,1,31,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,JAWA TIMUR,35,1/31/2011,1,31,2011,3,0,0,0,0,0,0,0,0,0,0,99.315,0,0,0,0,0
FLOODS,JAMBI,15,2/1/2011,2,1,2011,1,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,15
FLOODS,LAMPUNG,18,2/1/2011,2,1,2011,2,0,0,0,0,0,0,0,0,0,0,0,199,2,0,0,199
FLOODS,RIAU,14,2/1/2011,2,1,2011,1,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,10
FLOODS,DI YOGYAKARTA,34,2/1/2011,2,1,2011,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,5
FLOODS,KALIMANTAN BARAT,61,2/1/2011,2,1,2011,1,0,0,0,0,0,0,0,0,0,0,0,35,1,0,0,35
FLOODS,KALIMANTAN TIMUR,64,2/1/2011,2,1,2011,2,0,0,0,0,0,0,0,0,0,0,0,84,2,0,0,84
FIRE,JAWA TENGAH,33,2/1/2011,2,1,2011,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
FIRE,SUMATERA SELATAN,16,2/1/2011,2,1,2011,1,0,0,0,0,0,0,8,0,0,0,40,0,0,0,0,0
FLOODS,JAWA BARAT,32,2/1/2011,2,1,2011,1,0,0,0,0,0,0,0,0,0,0,0,75,1,0,0,75
FLOODS,JAWA TENGAH,33,2/1/2011,2,1,2011,6,0,0,0,0,0,0,0,0,0,0,250,1017,5,0,0,1017
FLOODS,JAWA TIMUR,35,2/1/2011,2,1,2011,10,1,1,0,0,0,0,0,0,0,0,742,400,7,0,0,400
FLOODS,SULAWESI SELATAN,73,2/1/2011,2,1,2011,1,0,0,0,0,0,0,0,0,0,0,0,315,1,0,0,315
FLOODS,SULAWESI UTARA,71,2/1/2011,2,1,2011,1,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,12
FLOODS,PEMERINTAH ACEH,11,2/2/2011,2,2,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,SUMATERA BARAT,13,2/2/2011,2,2,2011,1,0,0,0,0,0,0,2,0,0,0,20,0,0,0,0,0
FLOODS,JAWA TENGAH,33,2/2/2011,2,2,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,JAWA TENGAH,33,2/3/2011,2,3,2011,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,KALIMANTAN TIMUR,64,2/4/2011,2,4,2011,1,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0
FLOODS,JAWA TENGAH,33,2/4/2011,2,4,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,JAWA TIMUR,35,2/4/2011,2,4,2011,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
FIRE,SUMATERA BARAT,13,2/5/2011,2,5,2011,1,0,0,0,0,0,0,0,0,0,0,850,0,0,0,0,0
FLOODS,SULAWESI SELATAN,73,2/5/2011,2,5,2011,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,4
FLOODS,JAWA TENGAH,33,2/6/2011,2,6,2011,2,0,0,0,0,0,0,0,0,0,0,1,113,1,0,0,113
FLOODS,JAWA TIMUR,35,2/6/2011,2,6,2011,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,SULAWESI SELATAN,73,2/6/2011,2,6,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,LAMPUNG,18,2/7/2011,2,7,2011,1,0,0,0,0,0,0,0,0,0,0,0,50,1,0,0,50
FIRE,JAWA TENGAH,33,2/7/2011,2,7,2011,1,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0
FLOODS,JAWA TENGAH,33,2/7/2011,2,7,2011,3,0,0,0,0,0,0,0,0,0,0,0,35,1,0,0,35
FIRE,KALIMANTAN BARAT,61,2/8/2011,2,8,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,JAWA TENGAH,33,2/8/2011,2,8,2011,1,0,1,0,0,0,0,0,0,0,0,60,0,0,0,0,0
FLOODS,JAWA TIMUR,35,2/8/2011,2,8,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,JAWA TENGAH,33,2/9/2011,2,9,2011,2,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0
FIRE,SUMATERA SELATAN,16,2/9/2011,2,9,2011,1,0,0,0,0,0,0,4,0,0,0,12,0,0,0,0,0
FLOODS,JAWA TENGAH,33,2/10/2011,2,10,2011,1,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0
FIRE,KALIMANTAN BARAT,61,2/11/2011,2,11,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,JAWA TENGAH,33,2/11/2011,2,11,2011,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
FIRE,SUMATERA SELATAN,16,2/11/2011,2,11,2011,1,0,0,0,0,0,0,5,0,0,0,90,0,0,0,0,0
FIRE,SUMATERA BARAT,13,2/12/2011,2,12,2011,1,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0
FOREST FIRE,SUMATERA SELATAN,16,2/12/2011,2,12,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,SUMATERA BARAT,13,2/13/2011,2,13,2011,1,0,0,0,0,0,0,2,0,0,0,72,0,0,0,0,0
FLOODS,PEMERINTAH ACEH,11,2/14/2011,2,14,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,GORONTALO,75,2/15/2011,2,15,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,KALIMANTAN TIMUR,64,2/15/2011,2,15,2011,1,0,0,0,0,0,0,0,0,6,0,350,0,0,0,0,0
FLOODS,GORONTALO,75,2/16/2011,2,16,2011,1,0,0,0,0,0,0,1,0,173,0,1.42,0,0,0,0,0
FIRE,JAWA TENGAH,33,2/16/2011,2,16,2011,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0
FIRE,LAMPUNG,18,2/17/2011,2,17,2011,1,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0
FIRE,KALIMANTAN SELATAN,63,2/17/2011,2,17,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,JAWA TENGAH,33,2/17/2011,2,17,2011,1,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0
FIRE,SUMATERA BARAT,13,2/17/2011,2,17,2011,2,0,0,0,0,0,0,1,0,0,0,40,0,0,0,0,0
FLOODS,JAWA TIMUR,35,2/17/2011,2,17,2011,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,SULAWESI TENGAH,72,2/17/2011,2,17,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,SUMATERA BARAT,13,2/18/2011,2,18,2011,1,0,0,0,0,0,0,2,0,0,0,48,0,0,0,0,0
FIRE,KALIMANTAN TIMUR,64,2/19/2011,2,19,2011,1,0,7,0,0,0,0,0,0,88,0,700,0,0,0,0,0
FIRE,JAWA TENGAH,33,2/19/2011,2,19,2011,1,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
FIRE,SUMATERA BARAT,13,2/19/2011,2,19,2011,1,0,0,0,0,0,0,1,0,0,0,63,0,0,0,0,0
FIRE,JAWA TENGAH,33,2/20/2011,2,20,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOREST FIRE,SUMATERA SELATAN,16,2/20/2011,2,20,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,KALIMANTAN TIMUR,64,2/21/2011,2,21,2011,1,2,0,0,0,0,0,0,0,24,0,75,0,0,0,0,0
FIRE,JAWA TENGAH,33,2/21/2011,2,21,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,JAWA TENGAH,33,2/22/2011,2,22,2011,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
FIRE,SUMATERA SELATAN,16,2/23/2011,2,23,2011,1,0,0,0,0,0,0,32,0,0,0,150,0,0,0,0,0
FLOODS,JAWA TENGAH,33,2/24/2011,2,24,2011,1,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0
FIRE,JAWA TENGAH,33,2/25/2011,2,25,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,SUMATERA BARAT,13,2/25/2011,2,25,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FIRE,SUMATERA SELATAN,16,2/25/2011,2,25,2011,1,0,0,0,0,0,0,2,0,0,0,150,0,0,0,0,0
FIRE,JAWA TENGAH,33,2/26/2011,2,26,2011,1,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
FIRE,JAWA TIMUR,35,2/26/2011,2,26,2011,1,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0
FLOODS,BANTEN,36,2/27/2011,2,27,2011,1,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0
FIRE,JAWA TENGAH,33,2/27/2011,2,27,2011,2,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
FIRE,JAWA TENGAH,33,2/28/2011,2,28,2011,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
FLOODS,JAWA TENGAH,33,2/28/2011,2,28,2011,2,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0
FLOODS,JAWA TIMUR,35,2/28/2011,2,28,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,JAMBI,15,3/1/2011,3,1,2011,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3
FLOODS,PEMERINTAH ACEH,11,3/1/2011,3,1,2011,3,0,0,0,0,0,0,0,0,0,0,0,85,3,0,0,85
FLOODS,BANTEN,36,3/1/2011,3,1,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,DI YOGYAKARTA,34,3/1/2011,3,1,2011,1,0,0,0,0,0,0,0,0,0,0,0,50,1,0,0,50
FLOODS,JAWA BARAT,32,3/1/2011,3,1,2011,1,0,0,0,0,0,0,0,0,0,0,0,55,1,0,0,55
FLOODS,JAWA TENGAH,33,3/1/2011,3,1,2011,5,0,0,0,0,0,0,0,0,0,0,0,78,4,0,0,78
FLOODS,JAWA TIMUR,35,3/1/2011,3,1,2011,6,0,0,0,0,0,0,0,0,0,0,0,321,6,0,0,321
FLOODS,SULAWESI TENGGARA,74,3/1/2011,3,1,2011,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,5
FLOODS,SUMATERA BARAT,13,3/1/2011,3,1,2011,1,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,9
FLOODS,SUMATERA UTARA,12,3/1/2011,3,1,2011,2,0,0,0,0,0,0,0,0,250,0,0,7,1,0,0,7
FIRE,KALIMANTAN TIMUR,64,3/2/2011,3,2,2011,1,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0
FIRE,JAWA TENGAH,33,3/2/2011,3,2,2011,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
FIRE,SUMATERA SELATAN,16,3/2/2011,3,2,2011,1,0,0,0,0,0,0,3,0,0,0,50,0,0,0,0,0
FOREST FIRE,KALIMANTAN BARAT,61,3/3/2011,3,3,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,JAWA TENGAH,33,3/4/2011,3,4,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,JAWA TIMUR,35,3/4/2011,3,4,2011,1,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0
FIRE,JAWA TENGAH,33,3/5/2011,3,5,2011,2,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
FLOODS,JAWA TIMUR,35,3/5/2011,3,5,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,KALIMANTAN SELATAN,63,3/6/2011,3,6,2011,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
FIRE,JAWA TENGAH,33,3/6/2011,3,6,2011,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
FLOODS,JAWA TENGAH,33,3/6/2011,3,6,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
